시도,시군구,치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,운영기관명,운영기관전화번호,주요치매관리프로그램소개,관리기관전화번호,관리기관명,제공기관명
서울특별시,광진구,광진구치매안심센터,치매안심센터,"서울시 광진구 긴고랑로110, 중곡종합건강센터 3층","서울시 광진구 중곡동 125-11, 중곡종합건강센터 3층",37.55933917,127.0870892,건국대학교병원,02-450-1381,"치매조기검진, 맞춤형 인지프로그램 운영, 사례관리, 조호물품 지원, 치매치료비지원, 치매공공후견사업, 기억키움쉼터 및 가족카페 운영",02-450-1966,서울특별시 광진구 보건소,서울특별시 광진구
강원도,영월군,강원도 영월군 치매안심센터,치매안심센터,강원도 영월군 영월읍 하송로 46-43,강원도 영월군 영월읍 하송리 236-2,37.18544643,128.461674,영월군보건소,033-372-4000,"인지재활프로그램, 가족교실(헤아림),치매예방 프로그램 운영 등",033-370-2556,강원도 영월군청,강원도 영월군
강원도,횡성군,횡성군보건소,치매안심센터,강원도 횡성군 횡성읍 횡성로 379,,37.4871296,127.9844504,횡성군보건소,033-340-5653,인지재활프로그램,033-340-5653,횡성군보건소,강원도 횡성군
인천광역시,부평구,부평구치매안심센터,치매안심센터,인천광역시 부평구 주부토로 65,인천광역시 부평구 부평동 434-3,37.500824,126.7249025784,인천광역시 부평구보건소,032-509-1308,"치매조기선별검진,진단검사,인지건강프로그램운영등",032-509-1308,인천광역시 부평구보건소,인천광역시 부평구
전라남도,목포시,목포시치매안심센터,치매안심센터,"전라남도 목포시 수문로 32, 트윈스타 3층 목포시치매안심센터(남교동)",전라남도 목포시 남교동 164,34.7931322,126.3829337,목포시,061-270-4271,"등록관리, 프로그램 운영 등",061-270-4271,전라남도 목포시,전라남도
광주광역시,광산구,광산구치매안심센터,치매안심센터,광주광역시 광산구 용아로379번길 77(산정동) 치매안심센터 1층,광주광역시 광산구 산정동 1033,35.17615122,126.800243,광주광역시 광산구 보건소,062-960-6930,치매조기검진+치매인지프로그램+치매환자가족 자조모임+치매인식개선 홍보 등 치매통합서비스 제공,062-960-6930,광주광역시 광산구 보건소,광주광역시 광산구
경상북도,영천시,영천시치매안심센터,치매안심센터,경상북도 영천시 옛군청 1길 31,경상북도 영천시 문내동 152-1,35.9687455,128.9324014,영천시보건소,054-339-7845,치매선별검사+치매예방홍보+치매서포터즈운영+치매진단검사+인지재활프로그램 운영+치매치료관리비 지원+치매대상자 사례관리+치매대상자 실종예방 배회인식표 발급 및 지문등록,054-339-7817,경상북도 영천시 보건소,경상북도 영천시
충청북도,보은군,보은군치매안심센터,치매안심센터,충청북도 보은군 보은읍 임업길 22,충청북도 보은군 보은읍 삼산리 172-2,36.48703402,127.7155518,보은군치매안심센터,043-540-5642,인지재활프로그램+예방프로그램+쉼터운영,043-540-5642,충청북도 보은군보건소,충청북도 보은군
강원도,홍천군,홍천군치매안심센터,치매안심센터,강원도 홍천군 홍천읍 홍천로 1길 9,강원도 홍천군 홍천읍 희망리 349-1,37.68993303,127.8755482,홍천군보건소 치매안심센터,033-430-4033,치매조기검진+등록+조호물품 제공+원격진료+치매치료관리비 지원사업+치매환자 쉼터프로그램+인지강화프로그램+가족모임 운영 등,033-430-4055,강원도 홍천군보건소 치매안심센터,강원도 홍천군
경상북도,구미시,구미치매안심센터,치매안심센터,경상북도 구미시 지산11길 8-1,경상북도 구미시 지산동 853-141,36.139463,128.3455203,구미치매안심센터,054-480-4882,치매환자 등록 및 상담+맞춤형 사례관리+치매조기검진+치매환자쉼터 및 예방교실+치매가족지원사업+치매인식개선사업 등,054-880-3797,경상북도청,경상북도 구미시
경상북도,구미시,구미시선산치매안심센터,치매안심센터,경상북도 구미시 선산읍 선주로 121,경상북도 구미시 선산읍 동부리 544-1,36.24417904,128.2999491,선산보건소,054-480-4352,치매환자 등록 및 상담+맞춤형 사례관리+치매조기검진+치매환자쉼터 및 예방교실+치매가족지원사업+치매인식개선사업 등,054-880-3797,경상북도청,경상북도 구미시
전라북도,남원시,남원시 치매안심센터,치매안심센터,전라북도 남원시 요천로 1285,전라북도 남원시 조산동 455,35.39783844,127.3639897,남원시보건소,063-620-5530,치매조기검진+맞춤형 사례관리+치매치료관리비지원+조호물품 지원+치매환자 가족지원사업+치매 극복의 날 기념행사+치매 홍보서포터즈 운영,063-620-5530,전라북도 남원시청,전라북도 남원시
경기도,평택시,송탄치매안심센터,치매안심센터,경기도 평택시 경기대로 1366 송탄치매안심센터,경기도 평택시 서정동 산13 송탄치매안심센터,37.065558,127.065785,경기도 평택시 송탄보건소,031-8024-7300,조기검진+예방관리 프로그램+조호물품 등 치매등록지원+가족지원 등,031-8024-7300,경기도 평택시 송탄보건소,경기도 평택시
경기도,연천군,연천군치매안심센터,치매안심센터,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,38.02353445,127.0609628,연천군보건의료원,031-839-4165,"치매조기검진, 치매치료비지원, 치매예방관리사업 등",031-839-4065,경기도 연천군 보건의료원,경기도 연천군
충청남도,예산군,충청남도 예산군 치매안심센터,치매안심센터,충청남도 예산군 예산읍 군청로 22,충청남도 예산군 예산읍 예산리 777,36.68088054,126.8448507,예산군보건소,041-339-6140,기억키움교실,041-339-6140,충청남도 예산군보건소,충청남도 예산군
전라북도,임실군,임실군치매안심센터,치매안심센터,전라북도 임실군 임실읍 호국로 1680,전라북도 임실군 임실읍 이도리 270-8,35.6124995,127.2869773,임실군치매안심센터,063-640-3373,치매상담 및 등록관리 사업+치매 인식개선 및 예방 사업+쉼터 및 가족지원 사업+치매환자 맞춤형 집중사례관리+치매환자 배회감지기 지원,063-640-3100,임실군보건의료원,전라북도 임실군
경상북도,경산시,치매안심센터,치매안심센터,경상북도 경산시 남매로 158,경상북도 경산시 중방동 708-5,35.82511247,128.7432823,경산시보건소,053-810-6403,"치매선별검진, 우리마을 예쁜 치매쉼터",053-810-6403,경상북도 경산시보건소,경상북도 경산시
경상북도,영주시,경상북도영주시치매안심센터,치매안심센터,경상북도 영주시 영주로159번길 73,경상북도 영주시 영주동 479-1,36.82876293,128.6159883,영주시보건소,054-639-5733,치매예방교실+고위험군 인지강화교실+치매환자쉼터+찾아가는 치매예방교실+치매환자 가족교실+치매가족 자조모임+치매가족 힐링프로그램 등,054-631-4000,경상북도 영주시청,경상북도 영주시
전라남도,보성군,보성군치매안심센터,치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,전라남도 보성군 보성읍 주봉리 529,34.7664558,127.071271,전라남도 보성군보건소,061-850-8695,치매조기검진 및 등록 관리+치매예방교실+조호물품제공 등,061-853-4000,전라남도 보성군보건소,전라남도 보성군
충청북도,단양군,단양군치매안심센터,치매안심센터,충청북도 단양군 단양읍 수변로 83,충청북도 단양군 단양읍 도전리 632,36.98284257,128.3707522,충청북도 단양군 보건소,043-420-3201,인지재활,043-420-3201,충청북도 단양군 보건소,충청북도 단양군
충청남도,논산시,논산시치매안심센터,치매안심센터,충청남도 논산시 논산대로 408,충청남도 논산시 관촉동 329-2,36.19653553,127.1047397,논산시보건소,041-746-6921,치매조기검진+치매예방교육+치매환자등록관리+치매환자 가족교실 및 자조모임+치매환자 쉼터운영 등,041-746-6939,충청남도 논산시 보건소,충청남도 논산시
경상남도,창원시,마산보건소 치매안심센터,치매안심센터,경상남도 창원시 마산합포구 월영동북로15,경상남도 창원시 마산합포구 해운동 61-1,35.18239943,128.562816,마산보건소 건강관리과,055-225-5993,"치매인지재활, 치매가족모임",055-225-5993,경상남도 창원시청,경상남도 창원시
충청북도,옥천군,옥천군치매안심센터,치매안심센터,충청북도 옥천군 옥천읍 가화4길 18,충청북도 옥천군 옥천읍 금구리 230-20,36.30508487,127.5612257,옥천군치매안심센터,043-730-2158,치매조기검진+치매환자 및 가족지원사업+치매인식개선 홍보 및 교육,043-730-2114,충청북도 옥천군청,충청북도 옥천군
경기도,의왕시,의왕시치매안심센터,치매안심센터,경기도 의왕시 오봉로 34,,37.34378787,126.9719939,의왕시보건소,031-345-3851,"치매조기검진사업, 쉼터 운영, 가족교실, 인지강화교육, 치매 치료비지원, 치매인식개선, 치매안심마을 운영",031-345-3851,경기도 의왕시청,경기도 의왕시
경상남도,김해시,치매안심센터 주촌분소,치매안심센터,경상남도 김해시 주촌면 주선로 29-1 2층,경상남도 김해시 주촌면 선지리 635-1 2층,35.23477742,128.8457571,김해시 보건소,055-320-5971,인지재활프로그램,055-320-5971,경상남도 김해시청,경상남도 김해시
경상남도,김해시,김해시치매안심센터,치매안심센터,경상남도 김해시 분성로727번길 8-35 1층,경상남도 김해시 지내동 327-2 1층,35.2300251,128.9224445,김해시 보건소,055-320-5961,인지재활프로그램,055-320-5961,경상남도 김해시청,경상남도 김해시
전라남도,여수시,여수시치매안심센터,치매안심센터,전라남도 여수시 신월로 794,전라남도 여수시 봉강동 323-11,34.73912089,127.7260546,여수시 보건소,061-659-5440,치매선별검사(MMSE-DS)+치매조기검진비 지원+치매치료관리비 지원+치매배회어르신 관리+치매파트너모집+인지재활프로그램,061-659-5440,전라남도 여수시 보건소,전라남도 여수시
전라북도,무주군,무주군치매안심센터,치매안심센터,전라북도 무주군 무주읍 한풍루로413,전라북도 무주군 무주읍 당산리 701,36.005882,127.6716991,무주군보건의료원,063-320-8601,치매예방+인지강화+인지재활,,전라북도 무주군보건의료원,전라북도 무주군
경상북도,울릉군,울릉군치매안심센터,치매안심센터,경상북도 울릉군 울릉읍 울릉순환로 396-18,,37.48590672,130.8994626301,울릉군보건의료원,054-790-6827,치매치료관리비지원,054-880-3805,경상북도 보건정책과,경상북도 울릉군
충청남도,천안시,서북구치매안심센터,치매안심센터,충청남도 천안시 서북구 서부8길 29,충청남도 천안시 서북구 성정동 684-1,36.8197764,127.1398813,서북구보건소,041-521-5740,치매조기검진+인지재활+쉼터+가족지원사업 등,041-521-5928,충청남도 천안시청,충청남도 천안시
충청남도,천안시,동남구치매안심센터,치매안심센터,충청남도 천안시 동남구 버들로 40,충청남도 천안시 동남구 문화동 112-1,36.80718993,127.1514636,동남구보건소,041-521-3343,치매조기검진+인지재활+쉼터+가족지원사업 등,041-521-3343,충청남도 천안시청,충청남도 천안시
제주특별자치도,서귀포시,서귀포시서부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 대정읍 최남단해안로 15번길 12,제주특별자치도 서귀포시 대정읍 하모리 767-8,33.21867302,126.2532449,제주특별자치도 서귀포시 서부보건소,064-760-6249,등록관리. 조기검진. 단기쉼터 및 치매 카페 운영. 치매 인식개선 및 홍보. 치매치료관리 지원 등,064-760-6249,제주특별자치도 서귀포시,제주특별자치도 서귀포시
제주특별자치도,서귀포시,서귀포보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 중앙로101번길 52,제주특별자치도 서귀포시 서홍동 447-3,33.2534258,126.5553625,제주특별자치도 서귀포시 서귀포보건소,064-760-6031,등록관리. 조기검진. 단기쉼터 및 치매 카페 운영. 치매 인식개선 및 홍보. 치매치료관리 지원 등,064-760-6555,제주특별자치도 서귀포시,제주특별자치도 서귀포시
제주특별자치도,서귀포시,서귀포시동부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,33.27562882,126.7034172,제주특별자치도 서귀포시 동부보건소,064-760-6141,등록관리. 조기검진. 단기쉼터 및 치매 카페 운영. 치매 인식개선 및 홍보. 치매치료관리 지원 등,064-760-6125,제주특별자치도 서귀포시,제주특별자치도 서귀포시
경상북도,칠곡군,칠곡군치매안심센터,치매안심센터,경상북도 칠곡군 왜관읍 관문로 1길 30,경상북도 칠곡군 왜관읍 매원리 692-5,35.9907079722,128.4186405794,칠곡군보건소,054-973-4000,"치매검진, 맞춤형 사례관리, 예방 및 인지강화 프로그램, 가족지원 사업, 홍보 및 교육 등",054-974-3321,경상북도 칠곡군청,경상북도 칠곡군
대구광역시,달성군,달성군치매안심센터,치매안심센터,대구광역시 달성군 현풍읍 현풍중앙로27,대구광역시 달성군 현풍읍 하리 253-2,35.6920062392,128.4462105423,달성군보건소,053-668-3841,"치매선별검사, 치매예방프로그램, 치매인지재활프로그램 등",053-668-3841,대구광역시 달성군보건소,대구광역시 달성군
충청북도,음성군,음성군치매안심센터,치매안심센터,충청북도 음성군 음성읍 중앙로 49,충청북도 음성군 음성읍 읍내리 406-4,36.928899,127.688876,음성군보건소,043-872-2136,치매조기검진 및 치매관련 프로그램 운영 등,043-871-3114,충청북도 음성군청,충청북도 음성군
충청남도,태안군,태안군치매안심센터,치매안심센터,충청남도 태안군 태안읍 서해로 1952-16,충청남도 태안군 태안읍 평천리 698-6,36.7518786,126.3231987,태안군,041-671-5228,"치매환자 등록관리, 조호물품 지원, 치료관리비 지원,쉼터프로그램 운영, 조기검진, 치매예방 교육 등",041-671-5262,태안군 보건의료원,충청남도 태안군
대구광역시,중구,대구광역시중구치매안심센터,치매안심센터,대구광역시 중구 태평로 45,대구광역시 중구 태평로3가 174-1,35.877906061,128.5833354604,대구광역시중구보건소,053-661-3911,"선별검사, 진단검사, 상담, 치매예방교육, 기억쉼터 운영 및 인지재활프로그램, 가족교실 운영, 맞춤형사례관리 등",053-661-3920,대구중구청(대구광역시중구보건소),대구광역시 중구
경상남도,사천시,사천시치매안심센터,치매안심센터,경상남도 사천시 중앙로 212(벌리동),경상남도 사천시 벌리동 104-1,34.94435219,128.0811474,사천시보건소,055-831-5861,"치매조기검진 및 등록사업, 사례관리, 치매치료관리비 지원, 조호물품제공, 치매환자 쉼터 및 가족카페 운영, 치매인식개선 및 교육홍보, 치매어르신 실종예방 사업 등",055-831-5860,사천시보건소,경상남도 사천시
경상남도,창원시,창원보건소 치매안심센터,치매안심센터,경상남도 창원시 성산구 마디미로73번길 10,경상남도 창원시 성산구 상남동 37-3,35.21832577,128.6823024,창원보건소 건강관리과,055-225-5794,"치매인지재활, 치매가족모임",055-225-5748,경상남도 창원시청,경상남도 창원시
경상남도,창원시,진해보건소 치매안심센터,치매안심센터,경상남도 창원시 진해구 중원동로 62,경상남도 창원시 진해구 중앙동 11-1,35.149898,128.661939,진해보건소 서부보건지소,055-225-6692,"치매인지재활, 치매가족모임",055-225-6692,경상남도 창원시청,경상남도 창원시
경상북도,김천시,김천시치매안심센터,치매안심센터,경상북도 김천시 체육공원길 21,경상북도 김천시 지좌동 440-128,36.11973266,128.1445272,김천시치매안심센터,054-421-2960,치매조기검진사업 및 치매치료관리비지원사업 등,054-421-2700,경상북도 김천시 보건소,경상북도 김천시
경기도,양주시,양주시 치매안심센터,치매안심센터,경기도 양주시 화합로1426번길 90,경기도 양주시 덕정동 206,37.83814235,127.0680351,양주시보건소,031-8082-7147,"치매조기검진, 치매예방프로그램, 치매환자 쉼터, 치매가족지원사업, 치매약제비 지원, 조호용품등 지원",031-8082-7100,경기도 양주시청 건강증진과 건강증진과,경기도 양주시
경기도,양주시,양주시 서부 치매안심센터(분소),치매안심센터,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.81249969,126.9723072,양주시보건소,031-8082-4388,"치매조기검진, 치매예방프로그램, 치매환자 쉼터, 치매가족지원사업, 치매약제비 지원, 조호용품등 지원",031-8082-7100,경기도 양주시청 건강증진과 건강증진과,경기도 양주시
서울특별시,성동구,서울특별시 성동구 치매안심센터,치매안심센터,서울특별시 성동구 왕십리로5길 3 (성수1가제2동 공공복합청사 5층),서울특별시 성동구 성수동1가 685-580,37.546403,127.0443496552,서울특별시 서울의료원,02-499-8071,"치매검진, 치매예방등록관리, 지역사회자원 강화",02-2286-7128,성동구보건소,서울특별시 성동구
충청북도,충주시,충주시치매안심센터,치매안심센터,충청북도 충주시 사직산21길 34,충청북도 충주시 문화동1655,36.97085167,127.9280135,충주시보건소,043-850-1780,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",043-850-1780,충청북도 충주시청,충청북도 충주시
경상북도,상주시,상주시치매안심센터,치매안심센터,경상북도 상주시 중앙로 111,경상북도 상주시 무양동 33-4,36.41690111,128.1499972,상주시치매안심센터,054-537-6514,무료치매검사,054-535-4000,상주시보건소,경상북도 상주시
대구광역시,북구,대구북구치매안심센터,치매안심센터,"대구광역시 북구 성북로49, 5층",대구광역시 북구 침산동 521-2,35.8918696,128.588898,대구북구보건소,053-665-3135,"치매조기검진, 치매치료관리비지원, 조호물품 제공, 치매예방프로그램, 가족지원 등",053-665-4267,대구북구보건소,대구광역시 북구
대전광역시,서구,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층,대전광역시 서구 둔산서로100 + 건강체련관3층
경기도,포천시,포천시치매안심센터,치매안심센터,경기도 포천시 삼육사로 2186번길 11-15,경기도 포천시 선단동 629-1,37.85346198,127.1593101,경기도 포천시보건소,031-538-4831,치매검진+치매인지강화 프로그램,031-538-4831,경기도 포천시청,경기도 포천시
경기도,포천시,포천시치매안심센터 일동분소,치매안심센터,경기도 포천시 일동면 소야길9,경기도 포천시 일동면 기산리 88-31,37.9558113614,127.315347,경기도 포천시보건소,031-538-4547,치매검진+치매인지강화 프로그램,031-538-4547,경기도 포천시청,경기도 포천시
경기도,포천시,포천시치매안심센터 영북분소,치매안심센터,경기도 포천시 영북면 영북로166,경기도 포천시 영북면 운천리 340-6,38.0892943195,127.2756336535,경기도 포천시보건소,031-538-4806,치매검진+치매인지강화 프로그램,031-538-4806,경기도 포천시청,경기도 포천시
부산광역시,금정구,금정구 치매안심센터,치매안심센터,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,35.24205368,129.0924546,부산광역시 금정구보건소,051-519-5678,"치매조기검진, 치매예방프로그램, 치매환자 지원, 치매 인식 개선사업 등",051-519-5678,부산광역시 금정구보건소,부산광역시 금정구
충청북도,청주시,충청북도광역치매센터,광역치매센터,"충청북도 청주시 서원구 1순환로 767, 지오빌딩 3층",충청북도 청주시 서원구 개신동 50-5,36.625449,127.463825,충북대학교병원,043-269-6891,"치매인력전문화교육, 치매극복의날기념식, 치매극복걷기대회, 치매파트너운영, 치매특화사업개발, 치매연구조사 등",043-220-3192,충청북도청 보건정책과,충청북도 청주시
충청북도,청주시,충청북도 청주시 상당구 치매안심센터,치매안심센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도 청주시 상당구 남일면 효촌리 92-2,36.588251,127.5059388388,청주시 상당보건소,043-201-3100,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4306,청주시 상당보건소,충청북도 청주시
충청북도,청주시,충청북도 청주시 서원구 치매안심센터,치매안심센터,"충청북도 청주시 서원구 구룡산로 235, 3층 (수곡동, 위너스빌)",충청북도 청주시 서원구 수곡동 901,36.616052,127.4713304921,청주시 서원보건소,043-201-3200,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-3710,청주시 서원보건소,충청북도 청주시
충청북도,청주시,충청북도 청주시 흥덕구 치매안심센터,치매안심센터,"충청북도 청주시 흥덕구 비하로12번길 42, 1층~2층",충청북도 청주시 흥덕구 비하동 793,36.6299036009,127.4267927994,청주시 흥덕보건소,043-201-3300,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4330,청주시 흥덕보건소,충청북도 청주시
충청북도,청주시,충청북도 청주시 청원구 치매안심센터,치매안심센터,충청북도 청주시 청원구 오창읍 과학산업3로 238,충청북도 청주시 청원구 오창읍 각리 639-1,36.7104063494,127.4304713294,청주시 청원보건소,043-201-3400,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4360,청주시 청원보건소,충청북도 청주시
부산광역시,수영구,부산광역시 수영구 치매안심센터,치매안심센터,부산광역시 수영구 수영로 637-5(광안동),부산광역시 수영구 광안동 661-1,35.16247327,129.1134875,부산광역시 수영구보건소,051-752-4000,"치매조기검진, 치매예방프로그램, 치매환자 지원사업, 치매 인식개선 홍보 캠페인 등",051-752-4000,부산광역시 수영구보건소,부산광역시 수영구
대전광역시,유성구,대전광역시유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177 유성구보건소 2층,대전광역시 유성구 구암동91-6 유성구보건소,36.3538097,127.3286392,유성구보건소,042-611-5018,"치매조기검진, 치매환자 인지프로그램, 가족지원사업, 치매극복의 날 기념행사 등",042-611-5121,대전광역시 유성구청,대전광역시 유성구
부산광역시,동래구,부산광역시 동래구 치매안심센터,치매안심센터,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,35.211408,129.079856,부산광역시 동래구보건소,051-555-4000,"치매상담 및 등록관리, 치매조기검진 및 예방관리, 치매환자쉼터 운영, 치매가족 지원, 치매인식개선 및 교육홍보 등",051-550-4000,부산광역시 동래구청,부산광역시 동래구
전라북도,완주군,완주군 치매안심센터,치매안심센터,전라북도 완주군 삼례읍 삼봉8로 10-12,전라북도 완주군 삼례읍 수계리697-1,35.9300447,127.1208616,완주군 보건소,063-290-4380,"치매환자관리사업, 치매상담",,완주군 보건소,전라북도 완주군
전라북도,완주군,완주군 치매안심센터,치매안심센터,전라북도 완주군 삼례읍 삼봉8로 10-12,전라북도 완주군 삼례읍 수계리697-1,35.9214549899,127.1219109175,완주군 보건소,063-290-4380,"치매환자관리사업, 치매상담",,완주군 보건소,전라북도 완주군
부산광역시,연제구,연제구치매안심센터,치매안심센터,부산광역시 연제구 거제시장로22번길 70(거제동),부산광역시 연제구 거제동 558-3,35.1840299,129.0730755,연제구보건소,051-665-5481,"치매조기검진, 상담등록관리, 환자 및 가족 지원, 인식개선",051-665-5481,연제구보건소,부산광역시 연제구
충청북도,괴산군,괴산군치매안심센터,치매안심센터,충청북도 괴산군 괴산읍 동진천길 43,충청북도 괴산군 괴산읍 동부리 641,36.80799723,127.7966873,괴산군치매안심센터,043-830-2392,"치매선별검사, 치매진단검사, 가족교실, 인지교실 등",043-830-2392,괴산군보건소,충청북도 괴산군
경기도,성남시,수정구보건소 치매안심센터,치매안심센터,경기도 성남시 수정구 수정로 218,경기도 성남시 수정구 신흥동 3435번지,37.4443116,127.1440597,수정구보건소,031-729-3879,상담및등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매지원서비스+치매가족및보호자지원사업+치매인식개선및교육홍보+치매안심마을운영+치매공공후견사업,031-729-3879,경기도 성남시 수정구 보건소,경기도 성남시
경기도,하남시,하남시 치매안심센터,치매안심센터,경기도 하남시 미사강변대로 200,경기도 하남시 망월동 980,37.5676545,127.1858194,하남시 치매안심센터,031-790-6254,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",031-790-6254,하남시 치매안심센터,경기도 하남시
경기도,성남시,중원구보건소 치매안심센터,치매안심센터,경기도 성남시 중원구 금상로 137(상대원동),경기도 성남시 중원구 상대원동 269-10,37.44215706,127.1705795,(의)롯데의료재단,031-739-3045,상담및등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매지원서비스+치매가족및보호자지원사업+치매인식개선및교육홍보+치매안심마을운영+치매공공후견사업,031-729-2486,경기도 성남시 중원구 보건소,경기도 성남시
경기도,성남시,분당구보건소 치매안심센터,치매안심센터,경기도 성남시 분당구 내정로 94(정자동 한솔마을 711동 1층),경기도 성남시 분당구 정자동 101,37.36738858,127.1155093,분당구보건소,031-729-8783,무료치매검사+프로그램운영+치매예방관리등,031-729-4053,경기도 성남시 분당구보건소,경기도 성남시
경기도,양평군,양평군치매안심센터,치매안심센터,경기도 양평군 양평읍 중앙로111번길 34-21,경기도 양평군 양평읍 공흥리 310-9,37.49662351,127.505177,분당서울대학교병원,031-771-5773,"치매예방관리사업,치매등록관리사업,치매지역사회기반강화",031-770-3475,경기도 양평군보건소,경기도 양평군
강원도,인제군,인제군치매안심센터,치매안심센터,강원도 인제군 인제읍 인제로140번길 34,강원도 인제군 인제읍 남북리 789-1,38.06327706,128.1685854,직영,033-460-2523,"무료치매검사,경증치매환자단기쉼터운영, 인지재활프로그램, 정상군 치매예방교실,치매고위험군 인지강화교실, 치매인식개선, 기타 치매환자 조호물품, 치매치료관리지지원,실종예방사업",,강원도 인제군청,강원도 인제군
울산광역시,남구,울산광역시남구치매안심센터,치매안심센터,울산광역시 남구 삼산중로 132,울산광역시 남구 삼산동 1538-4,35.54535759,129.3363268,남구보건소,052-226-2323,"상담 및 등록관리사업,조기검진사업,쉼터운영사업,가족지원사업,치매인식개선홍보사업",052-226-2451,울산광역시 남구보건소,울산광역시 남구
부산광역시,영도구,부산광역시영도구치매안심센터,치매안심센터,부산광역시 영도구 태종로 423,부산광역시 영도구 청학동 48-3,35.0912179,129.067935,영도구보건소,051-419-4935,"치매상담 및 정보 제공, 치매조기검진, 치매예방 및 인지강화교실 운영, 치매환자 단기보호쉼터 운영, 치매가족교실 및 힐링까페 운영, 치매치료관리비 지원, 치매환자 조호물품 지원, 치매인식개선사업 운영 등",,부산광역시 영도구청,부산광역시 영도구
대구광역시,서구,서구치매안심센터,치매안심센터,대구광역시 서구 북비산로 71길 7,대구광역시 서구 비산동 42-107,35.88016031,128.5723999,대구광역시 서구청,053-663-3811,"치매조기검진, 치매예방프로그램, 쉼터 인지재활프로그램, 치매가족교실 등",053-663-3811,대구광역시 서구청,대구광역시 서구
강원도,태백시,태백시치매안심센터,치매안심센터,강원도 태백시 태백로 905,강원도 태백시 황지동 20-8,37.176676,128.9924305,태백시보건소,033-550-3042,"환자쉼터,치매환자가족지지모임치매조기검진(선별,진단,감별검사)치매환자등록관리, 맞춤형사례관리,지원서비스(치료관리비, 조호물품제공),치매예방교실, 이동검진 및 교육치매파트너 양성 및 플러스 활동실종예방지원서비스(인식표,배회감지기,지문사진등록사업) 등",033-552-4000,태백시보건소,강원도 태백시
경상남도,밀양시,밀양시치매안심센터,치매안심센터,경상남도 밀양시 삼문중앙로 41,경상남도 밀양시 삼문동 159-1,35.48567011,128.7560608,밀양시보건소,055-359-7086,"맞춤형 인지재활 프로그램, 치매환자가족교실, 치매파트너 등",055-359-7020,밀양시보건소,경상남도 밀양시
서울특별시,중구,중구치매안심센터,치매안심센터,서울특별시 중구 청구로8길 22,서울특별시 중구 신당동 304-734,37.56130448,127.013703,국립중앙의료원,02-2238-3400,치매선별검진+치매치료비지원+치매등록관리+치매가족모임+인지건강프로그램,02-3396-6373,서울특별시 중구청,서울특별시 중구
